"epoch","accuracy","loss","algorithm"
0,0.884607823864753,0.00360430590808392,"dft"
1,0.884607823864753,0.00359914777800441,"dft"
2,1.04187143699626,0.00359548209235072,"dft"
3,1.29742480833497,0.00359236821532249,"dft"
4,1.65126793788087,0.00358960591256618,"dft"
5,2.3196382936898,0.00358708179555833,"dft"
6,3.06664045606448,0.00358471996150911,"dft"
7,4.20680165126794,0.00358247593976557,"dft"
8,5.22901513662276,0.00358031666837633,"dft"
9,5.85806958914881,0.00357822189107537,"dft"
10,6.70336150973069,0.00357617903500795,"dft"
11,7.27344210733242,0.00357417948544025,"dft"
12,7.90249655985846,0.00357221625745296,"dft"
13,8.33497149597012,0.00357028539292514,"dft"
14,8.80676233536466,0.00356838386505842,"dft"
15,9.27855317475919,0.00356651190668344,"dft"
16,9.73068606251229,0.00356466346420348,"dft"
17,10.1828189502654,0.00356283923611045,"dft"
18,10.7332415962257,0.00356103829108179,"dft"
19,11.0870847257716,0.00355926109477878,"dft"
20,11.3819540003932,0.00355750462040305,"dft"
21,11.7554550815805,0.00355576863512397,"dft"
22,11.8734027914291,0.00355405267328024,"dft"
23,12.2075879693336,0.00355235696770251,"dft"
24,12.5221151955966,0.00355067988857627,"dft"
25,12.895616276784,0.00354902143590152,"dft"
26,13.0528798899155,0.00354738137684762,"dft"
27,13.2691173579713,0.00354575854726136,"dft"
28,13.5050127776686,0.00354415341280401,"dft"
29,13.7409081973658,0.00354256550781429,"dft"
30,14.016119520346,0.00354099227115512,"dft"
31,14.1144092785532,0.00353943672962487,"dft"
32,14.3896206015333,0.00353789632208645,"dft"
33,14.4879103597405,0.00353637081570923,"dft"
34,14.645173972872,0.00353485997766256,"dft"
35,14.822095537645,0.00353336543776095,"dft"
36,15.0973068606251,0.00353188370354474,"dft"
37,15.313544328681,0.00353041687048972,"dft"
38,15.4708079418125,0.00352896377444267,"dft"
39,15.6477295065854,0.00352752301841974,"dft"
40,15.8639669746412,0.00352609599940479,"dft"
41,15.9819146844899,0.00352468295022845,"dft"
42,16.0998623943385,0.00352328130975366,"dft"
43,16.2767839591115,0.00352189363911748,"dft"
44,16.5519952820916,0.00352051644586027,"dft"
45,16.7289168468646,0.00351915135979652,"dft"
46,16.9648122665618,0.00351779884658754,"dft"
47,17.1417338313348,0.00351645704358816,"dft"
48,17.2989974444663,0.00351512711495161,"dft"
49,17.4562610575978,0.00351380766369402,"dft"
50,17.7511303322194,0.00351249985396862,"dft"
51,17.8101041871437,0.00351120182313025,"dft"
52,17.9083939453509,0.00350991520099342,"dft"
53,18.0853155101238,0.00350863812491298,"dft"
54,18.1639473166896,0.00350737175904214,"dft"
55,18.2622370748968,0.00350611400790513,"dft"
56,18.3801847847454,0.003504867432639,"dft"
57,18.4588165913112,0.0035036311019212,"dft"
58,18.5374483978769,0.00350240292027593,"dft"
59,18.7536858659328,0.0035011840518564,"dft"
60,18.8912915274228,0.00349997472949326,"dft"
61,18.9699233339886,0.00349877425469458,"dft"
62,19.0288971889129,0.00349758216179907,"dft"
63,19.1468448987616,0.00349639914929867,"dft"
64,19.3237664635345,0.00349522451870143,"dft"
65,19.4023982701003,0.00349405850283802,"dft"
66,19.5203459799489,0.00349290063604712,"dft"
67,19.6382936897975,0.00349175184965134,"dft"
68,19.8152152545705,0.00349061004817486,"dft"
69,19.9135050127777,0.00348947709426284,"dft"
70,20.0314527226263,0.00348835065960884,"dft"
71,20.0707686259092,0.00348723190836608,"dft"
72,20.1690583841164,0.00348612130619586,"dft"
73,20.2673481423236,0.00348501885309815,"dft"
74,20.3459799488893,0.00348392291925848,"dft"
75,20.4442697070965,0.00348283420316875,"dft"
76,20.5622174169452,0.00348175317049026,"dft"
77,20.5818753685866,0.00348067935556173,"dft"
78,20.6801651267938,0.00347961182706058,"dft"
79,20.7194810300767,0.00347855174914002,"dft"
80,20.8374287399253,0.00347749702632427,"dft"
81,20.8964025948496,0.00347644998691976,"dft"
82,20.9750344014154,0.00347540946677327,"dft"
83,21.092982111264,0.00347437500022352,"dft"
84,21.1912718694712,0.00347334682010114,"dft"
85,21.2502457243955,0.00347232585772872,"dft"
86,21.3485354826027,0.00347131118178368,"dft"
87,21.407509337527,0.00347030116245151,"dft"
88,21.4861411440928,0.00346929859369993,"dft"
89,21.6434047572243,0.00346830161288381,"dft"
90,21.6630627088657,0.00346731068566442,"dft"
91,21.7810104187144,0.0034663244150579,"dft"
92,21.8596422252801,0.00346534582786262,"dft"
93,21.9579319834873,0.00346437166444957,"dft"
94,21.9775899351288,0.00346340448595583,"dft"
95,21.9972478867702,0.00346244033426046,"dft"
96,22.0169058384116,0.00346148386597633,"dft"
97,22.1348535482603,0.00346053228713572,"dft"
98,22.213485354826,0.00345958606339991,"dft"
